dataset;lang;path;actor_id;gender;emotion;statement_id;augmentation
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par02.wav;1;m;anger;2;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par03.wav;1;m;anger;3;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par04.wav;1;m;anger;4;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par05.wav;1;m;anger;5;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par06.wav;1;m;anger;6;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par07.wav;1;m;anger;7;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par08.wav;1;m;anger;8;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par09.wav;1;m;anger;9;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par10.wav;1;m;anger;10;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par11.wav;1;m;anger;11;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par12.wav;1;m;anger;12;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par13.wav;1;m;anger;13;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par14.wav;1;m;anger;14;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par15.wav;1;m;anger;15;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par16.wav;1;m;anger;16;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par17.wav;1;m;anger;17;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par18.wav;1;m;anger;18;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par19.wav;1;m;anger;19;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par20.wav;1;m;anger;20;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par21.wav;1;m;anger;21;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par22.wav;1;m;anger;22;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par23.wav;1;m;anger;23;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par24.wav;1;m;anger;24;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par25.wav;1;m;anger;25;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par26.wav;1;m;anger;26;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par27.wav;1;m;anger;27;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par28.wav;1;m;anger;28;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par29.wav;1;m;anger;29;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par30.wav;1;m;anger;30;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par31.wav;1;m;anger;31;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par32.wav;1;m;anger;32;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par33.wav;1;m;anger;33;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par34.wav;1;m;anger;34;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par35.wav;1;m;anger;35;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par36.wav;1;m;anger;36;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par37.wav;1;m;anger;37;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par38.wav;1;m;anger;38;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par39.wav;1;m;anger;39;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par40.wav;1;m;anger;40;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par41.wav;1;m;anger;41;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par42.wav;1;m;anger;42;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par43.wav;1;m;anger;43;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par44.wav;1;m;anger;44;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par45.wav;1;m;anger;45;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par46.wav;1;m;anger;46;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/anger_ecarini_01_M_Il_colombre_par47.wav;1;m;anger;47;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par02.wav;1;m;happy;2;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par03.wav;1;m;happy;3;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par04.wav;1;m;happy;4;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par05.wav;1;m;happy;5;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par06.wav;1;m;happy;6;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par07.wav;1;m;happy;7;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par08.wav;1;m;happy;8;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par09.wav;1;m;happy;9;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par10.wav;1;m;happy;10;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par11.wav;1;m;happy;11;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par12.wav;1;m;happy;12;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par13.wav;1;m;happy;13;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par14.wav;1;m;happy;14;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par15.wav;1;m;happy;15;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par16.wav;1;m;happy;16;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par17.wav;1;m;happy;17;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par18.wav;1;m;happy;18;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par19.wav;1;m;happy;19;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par20.wav;1;m;happy;20;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par21.wav;1;m;happy;21;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par22.wav;1;m;happy;22;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par23.wav;1;m;happy;23;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par24.wav;1;m;happy;24;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par25.wav;1;m;happy;25;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par26.wav;1;m;happy;26;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par27.wav;1;m;happy;27;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par28.wav;1;m;happy;28;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par29.wav;1;m;happy;29;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par30.wav;1;m;happy;30;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par31.wav;1;m;happy;31;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par32.wav;1;m;happy;32;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par33.wav;1;m;happy;33;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par34.wav;1;m;happy;34;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par35.wav;1;m;happy;35;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par36.wav;1;m;happy;36;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par37.wav;1;m;happy;37;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par38.wav;1;m;happy;38;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par39.wav;1;m;happy;39;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par40.wav;1;m;happy;40;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par41.wav;1;m;happy;41;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par42.wav;1;m;happy;42;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par43.wav;1;m;happy;43;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par44.wav;1;m;happy;44;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par45.wav;1;m;happy;45;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par46.wav;1;m;happy;46;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/happy_ecarini_01_M_Il_colombre_par47.wav;1;m;happy;47;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par02.wav;1;m;neutral;2;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par03.wav;1;m;neutral;3;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par04.wav;1;m;neutral;4;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par05.wav;1;m;neutral;5;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par06.wav;1;m;neutral;6;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par07.wav;1;m;neutral;7;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par08.wav;1;m;neutral;8;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par09.wav;1;m;neutral;9;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par10.wav;1;m;neutral;10;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par11.wav;1;m;neutral;11;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par12.wav;1;m;neutral;12;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par13.wav;1;m;neutral;13;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par14.wav;1;m;neutral;14;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par15.wav;1;m;neutral;15;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par16.wav;1;m;neutral;16;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par17.wav;1;m;neutral;17;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par18.wav;1;m;neutral;18;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par19.wav;1;m;neutral;19;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par20.wav;1;m;neutral;20;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par21.wav;1;m;neutral;21;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par22.wav;1;m;neutral;22;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par23.wav;1;m;neutral;23;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par24.wav;1;m;neutral;24;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par25.wav;1;m;neutral;25;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par26.wav;1;m;neutral;26;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par27.wav;1;m;neutral;27;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par28.wav;1;m;neutral;28;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par29.wav;1;m;neutral;29;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par30.wav;1;m;neutral;30;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par31.wav;1;m;neutral;31;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par32.wav;1;m;neutral;32;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par33.wav;1;m;neutral;33;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par34.wav;1;m;neutral;34;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par35.wav;1;m;neutral;35;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par36.wav;1;m;neutral;36;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par37.wav;1;m;neutral;37;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par38.wav;1;m;neutral;38;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par39.wav;1;m;neutral;39;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par40.wav;1;m;neutral;40;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par41.wav;1;m;neutral;41;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par42.wav;1;m;neutral;42;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par43.wav;1;m;neutral;43;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par44.wav;1;m;neutral;44;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par45.wav;1;m;neutral;45;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par46.wav;1;m;neutral;46;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par47.wav;1;m;neutral;47;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par02.wav;1;m;sad;2;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par03.wav;1;m;sad;3;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par04.wav;1;m;sad;4;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par05.wav;1;m;sad;5;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par06.wav;1;m;sad;6;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par07.wav;1;m;sad;7;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par08.wav;1;m;sad;8;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par09.wav;1;m;sad;9;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par10.wav;1;m;sad;10;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par11.wav;1;m;sad;11;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par12.wav;1;m;sad;12;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par13.wav;1;m;sad;13;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par14.wav;1;m;sad;14;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par15.wav;1;m;sad;15;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par16.wav;1;m;sad;16;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par17.wav;1;m;sad;17;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par18.wav;1;m;sad;18;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par19.wav;1;m;sad;19;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par20.wav;1;m;sad;20;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par21.wav;1;m;sad;21;
ecarini;ita;../StarGANv2-EmotionalVC/dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par22.wav;1;m;sad;22;
